Sentiment,Review
2,"You know what, I have to say Fusaro's has a special place in my heart. They make some rockin sandwiches. I've ordered take out which I actually prefer because the service is very European (slow). 

I always get the uno which has all the great Italian cold cuts and add crispy bacon. It's delicious!  It's crunchy and filled with flavour. I really enjoy it every single time. 

I pick up from here often so you know I'll be back. 

Keep Eating, 
Angela"
0,"This was the worst $32 I ever spent ... 
soggy & flavourless. Was very excited to try this place but I don't think I will be returning or ordering again in the future. Disappointed :("
0,Can't comment on the food as I NEVER GOT MY ORDER. I ordered a shrimp burrito and waited 30 minutes. I had an appointment so I couldn't wait anymore; I asked the cashier if my order was almost ready and after looking through a pile of past orders I saw him throw the shrimp on the grill. I asked them to forget about it as really had to go. They reimbursed me cash and I left annoyed that I never ate my food and was starving. I'm not sure how they somehow forgot about my order when I was sitting right there in front of them waiting for 30 minutes! I don't think I'll give it another shot...
2,"Oh my goodness, this small Italian spot is amazing. Just do yourself a favor and go here. I don't even need to say anymore. I had the Gnoccho Fritto and it was absolutely delicious. The service is amazing and the decor is quaint and modern. For my small visit in Toronto, I'd come here every day if I could."
0,"I was so looking forward to trying this place out based on all the Yelp reviews and I'm sad to say, my experience here was not a good one.  The cafe is so quaint and located inside a non-descript office building with a cute Koi pond to the side.  

There were 3 people working during a busy-ish lunch time and it took them 15+ min to just take our order.  My daughter's cheese pizza came out first with extra sprinkling of Parmesan cheese which she hates.  It would have been nice to know that even a cheese pizza would come showered in Parmesan.  My husband's lasagna took 30 min to arrive with the same amount of Parmesan on top.  You can see the amount of Parmesan on the photos below.  This was perhaps the best dish of the day still.  The lasagna had a nice meaty sauce and was definitely a pre-made lasagna that was reheated which made us wonder why it would take 30 min to just reheat and serve a premade lasagna.  My fettucine primavera also came doused in too much Parmesan in a tomato sauce that was way too watery and sweet.  Let's just say my pasta was beyond disappointing.  

Based on this experience, I am not sure if I would return here any time soon."
0,"I can't believe there are such high ratings for 7 numbers. I had high expectations for this place before coming due to the reviews. But it was about a 2.5 imho.

Shared the following with hubby...

Arugula salad with red pepper and goat cheese $12
- This was the best dish of the evening (sad isn't it? It was just a salad). I liked it as the goat cheese was part of the dressing. The red pepper was delish but wish the portion was bigger. A tad small for $12

Veal Lasagne - Lasagne with fresh-made pasta sheets, fresh ground veal, mozzarella, and housemade sauce $12.75 (large)
- Our friends ordered a small variation of this and honestly perhaps we should have ordered the small as well. It looked around the same size except it was on a slightly larger plate. There was too much pasta and sauce and too little meat. My friend called her small bowl a snack size pasta. Very saucy. That ""homemade"" sauce seems to make a repeat with a lot of dishes... But it wasn't that impressive. Tasted like something from a can. 

Meatballs - Big meatballs stuffed with mozzarella, smothered in sauce $13
- I didn't like this at all and let my hubby eat most of it. There was only a small pinky tip size mozzarella bit in it. Wasn't even served hot. Way too much sauce. I ended up dipping bread with it.

As for service, the server who served us was very polite but the general manager Tom? (glasses with plaid shirt) was super rude. Three people could not attend last minute and he said something like if I had known, I would have removed this table long ago (they attached another small table to one end). I think he could have handled the situation a lot better. Thanks for denting the mood of a friend's birthday. We noticed Tom kept giving our table dirty looks as well. At least the food came pretty quickly and our server always made sure things were ok. 

Not coming back again. No one was full and we got wings afterwards."
0,"Stopped by on a Sunday for some dim sum, having visited previously ~6 years ago and recalling an enjoyable visit. Lai Wah Heen is on the second floor of an aging Doubletree Hotel in Chinatown. The hotel has seen better days, but the dining room is fine and clean, if dated. Our experience with the food on this visit was quite mediocre. While nothing was off putting, the flavor and quality were not a good as we had remembered, and certainly a far cry from our best dim sums in China/HK. Honestly, there were no clear highlights. Service was above average for a Chinese venue, i.e. you don't have to flag down a waitress, but nothing to write home about. While we are out-of-towners, believe there are probably better options for dim sum."
2,"great service & very attentive. our server picked out our courses for us. we had antipasta selection, soup (tortilini), mushroom risotto, carbonara pasta, lamb chops and veal. for dessert we had their housemade tiramisu, berry cheesecake, and a rich chocolate cake.
my belly was beyond satisfied!"
0,"This place has been bookmarked for awhile and I finally had the chance to try out this local restaurant located in Scarborough. This is a takeout and dine in restaurant - very casual.

After ordering at the counter, they offer complimentary chips and salsa. The salsa was so thin and watered down - no flavour whatsoever. I would have rather opted to not have it at all. 

I ordered the Chorizo Quesadilla which comes with beans, rice and salad. There are two sauces on dish but both were bland and lacking any taste. My sister ordered the Chicken Burrito which comes with the same sides, again it was bland and quite disappointing. I'm flabbergasted as to how this place has 4/5 stars when there are other places that taste so much better. Maybe it was an off day but this is not my first time having Mexican food. 

Sure the price is on point and portion is decent but quality and taste needs improvement. 

I'm sorry but I will not be returning."
1,"Went here with my friends and family. I liked the spice side fillings and their lobster tacos was good I heard. I had the veggie enchiladas and was alright. Even the veggie tostadas was good. However, I feel the food was expensive for the food quality.
We got the 
Nachos  - small but good
Guacamole and chips - good needed some spice 
Chicken wings - so so 
Veggie enchiladas - was so so 
Veggie burrito - good 
Veggie tostados - good
Shrimp enchiladas - was so so 
Lobster tacos - very good 
Fish tacos - very good 
Pork tacos - was so so"
1,"Unfortunately, Hacienda las Americas didn't live up to the hype. My wife and I went here for dinner and got:
- Guacamole and chips: Guac was surprisingly bland and chips tasted store-bought.
- Sopes: This looked like a thick tortilla with lots of meat and veggies on it. It was 3 for $12, which we thought was a pretty good deal so got 6. The standout was the chorizo (super tasty and great bite). The chicken, beef suadero, beef sirloin, and beef tongue were pretty standard-to-good. The carnitas was too stringy and a little tough for me.

Maybe I'm in the (Yelp) minority and wasn't blown away with this place because I didn't get the tacos... but they were using the same meats for the tacos as the sopes, so I'm doubtful I'd have a different review. Worth a try once, but won't be back."
1,"Came to Lai Wah Heen with my family to try out their peking duck as I had received a coupon for a free order. Growing up in Scarborough and being completely surrounded by Chinese restaurants, and being Chinese myself, I've had my fair share of Chinese cuisine. Upon arrival, I knew right away it would be a different vibe as it was located inside a hotel and everything looked fairly nice. 

The staff was helpful and polite though a bit stiff. Nonetheless our order was accurate and the tea was always filled. We had dinner on a Tuesday night so it wasn't overly busy but there were some larger parties dining.

On to the food: so as I said, I'm Chinese and have grown up around eating this food in and outside of the house. We ordered about 9 dishes for 7 people including peking duck, stir-fried beef flavoured with aged mandarin peel, sweet and sour pork w/ lychee, gailon vegetables, pineapple chicken fried rice, soy sauce fried rice noodle with beef and fried chicken. First impressions, the food looked nice but was pretty small portions and cost a pretty penny more than what you get uptown. Not surprising with this being a downtown hotel restaurant. The taste though was really really good. Everything was delicious and had lots of flavour. Presentation was pretty and at the end we ordered enough to feel full though not without a price. 

Overall, the food was delicious, the service was good but price for the amount of food was just a bit too much for myself. They are other options out there for upscale Chinese food that might possibly be less expensive and closer to my neck of the woods."
1,"One cold winter afternoon... hungry... cold... wandering mindlessly downtown, I stumbled upon Zhang's Kitchen tucked in the southern side of Elm Street. 

The restaurant itself is not big and I arrived late afternoon. An eerie quietness besets the restaurant. After settling down they started putting on some mandarin pop songs and handed over water and the paper menu.  Service was courteous and efficient. 

Menu wise is extremely limited here, they specialize in yellow braised dishes.  I chose yellow braised chicken with thick noodles; a fine choice for a frigid day. The sauce that was reduced and used to braised the chicken was excellent. The simple flavours created by the cooking wine, ginger, scallion, leek, and other ingredients was delicious and would warm any stomach or heart.  The chicken was equally done well. The chicken was fall off the bones texture (even though their chicken was bone-less) without giving any feeling of it being overcooked. 

What prompted a less than four star when everything sounded great? A few things... first the noodles lacked texture. They were pretty limp and felt like overcooked store bought versions. The mushroom that was added to the dish were the wet variety and the flavour of the mushroom failed to transfer to the sauce. They also added strings of green pepper on top of the dish for aesthetic purposes. This may be a personal thing but I hate when green peppers become fully cooked (while not having been grilled). 

Overall score for Zhang's Kitchen is a solid 3.4. Unless they work on their noodles, you may want to stick with rice."
1,"FOOD: 2.5 stars
PRICE: 4 stars
SERVICE: 4 stars

I came here after reading many good reviews about how tasty their food was.  I looked for something to grab it home after picking up my adorable macarons at DaanGo Cake lab.


We ordered 3 boxes of meat on rice; one with roasted pork, another one was roasted duck and the last one was bbq pork.  It comes with either tofu or vegetable on the side.  We only chose vegetable because my husband isn't a fan of tofu. You can also choose to have either a drink or soup along with your meal too.  The price for bbq meat on rice is around $6.50-$8.50.  Isn't it a good deal?  The staff was very nice and friendly.  I wasn't sure if they were the owners or not. I really couldn't tell.  I don't live in the area and it was my first time here. 

The portion was generous however the meat was quite dry.  The bbq pork was ok.  It was better than the roasted pork and roasted duck.  The roasted pork wasn't crispy as I expected and there was little meat on the roasted duck.  

As all above, the food I ordered was mediocre or maybe it wasn't my day.  Anyway, the price was good.  Three meals were only $22.50!  It's pretty good right!?"
1,Their margaritas are excellent but their tacos aren't as good as they used to be. They are very simple - which isn't a bad thing *if* the few ingredients used standout and are prepared well. The pork was dry and the overall taco was flat - it didn't have the bright acidic flavours or freshness that I love in a taco.  The fish was tender but the chipotle sauce was overwhelming and I couldn't taste much beyond that. The queso fundido with mushrooms and onions was delicious and flavourful - it reminded me of French Onion soup. This place used to have delicious tacos years ago- hopefully I feel the same way about it soon.
1,"We had a team member who was leaving work to pursue his dream job and we took him out for lunch. This place was suggested and quickly liked by a few.   

The restaurant managers/owners generally I think underestimate the power of mentioning a bit more details on the menu or at least a server who is knowledgeable about ingredients. In the absence of information I went the safest route of ordering a plain congee and a steamed bun. My order would easily have been more than double if the right information was provided. 

So on the limited items that I could have, my review is not a review per se. One cannot mess up a Congee and a bun.

However the food did not arrive all together and out of respect for others, all of us had to wait. Which resulted in food going cold. 

The congee and bun were as good as they can be"
2,"I love this venue so much. We rented out the entire place for a VIP dinner after a conference, and they made our group feel like royalty. I wasn't the main coordinator of this event but ended up playing a part in the execution. Every staff member from the bouncer to the bartender was helpful... our guests commented on that, too!

Throughout the evening, the Blu staff proactively looked for guests that needed coat check and showed them the way. We didn't even ask them to do that. Nothing was ""below them"" in terms of customer service. My colleagues and I sat at the bar for dinner because we were tired from event production. We were well taken care of in terms of food and drink.

I had the beet risotto for dinner and tiramisu for dessert. I can't remember my appetizer, but it was similarly amazing. Such flavor and texture. I was floored. Love the prix fixe menu with a few options per course. Not sure if we branded them or they did, but it elevated the experience, and everyone enjoyed their time here. 

We had a projector for some announcements but didn't use it because  conversations were too loud. Good problem to have at a private networking dinner! I can't think of a single thing I would have changed. The restaurant got crowded, but that's probably because we invited too many people. On Blu's side, it was perfect."
2,"Had a delicious dinner here my first nite in Toronto. Beautiful space in an incredible historic building. We ordered lots of appetizers with my absolute favourite being the Funghi Assoluti (basked oyster mushrooms, parmigiano, bread crumbs, extra-virgin olive oil, balsamic vinegar, arugula,garlic). SO good! for my main, I chose the Spaghetti al Limone (spinach, capers, parmigiano reggiano shavings, lemon, extra-virgin olive oil). Literally one of the best pasta dishes I've ever had. Our Braziluan waiter was wonderful & so sweet & attentive. Absolutely love this place!"
2,"My boyfriend and I went here for my birthday a couple weeks ago. The staff were all very friendly, and our server was equal parts funny and knowledgable. We started with the grilled calamari, which normally isn't my cup of tea but it was delicious. Very light taste, excellent for an appetizer. 

For the main course I had the beef tenderloin with wine reduction and it was quite probably the best beef I have ever had. It's quite a pricey dish but well worth it if you can swing it! 

Finally, I had the tiramisu for dessert. They brought it out with a sparkler, because my boyfriend mentioned it was my birthday. The dish itself was perfect, light and creamy with a good balance of chocolate and coffee tastes.

If you want an elegant dinner served by kind and attentive people, this is a great place for it. Also a perfect date night restaurant!"
0,"- Not worth for its price. Both service and quality of food. 
- Pappardelle very hard not fully cooked
- Risotto hard as well 
- In this city when there are so many Italian restaurants to compete with, this type of quality simply unacceptable. 
- The lady who served us seemed very unhappy and no smile during the whole dining period.  At the end of the mains, she wiped the dinning table but did such a sloppy job that all crumbles fell on my lap.  I do not know the purpose of doing it. 
- the ""supervisor"" or the manager walked around the room and consciously or subconsciously patted our velvet lounge chair to tell us hurry up cause we might have chatted too long and eating too slow.  
Overall, we are a group of three and we picked this place for our Japanese friend's visit for our first time. None of us would return again.  Pure disappointment."
1,"Cute family run restaurant in Chinatown.
Everything made fresh and speedy.
Food is okay. The restaurant is busy but not full."
1,"A very popular Italian restaurant, but didn't quite live up to the hype.

We came on a hot summer day and it was very crowded. We ended up getting a seat upstairs outside on the balcony, but it was very crowded--both in terms of people and seating space.
The seats were pretty minuscule and packed together. There was barely enough space for us to squeeze between the tables to sit down on the outer seats--despite being on the thinner side myself. My other friends, who chose to sit on the inner side, would definitely not be able to squeeze into the outer seats because they are tall men who also hit the gym--their extra pound of muscles already cut them from sitting here, so I can only imagine the types of people who are regular patrons. 

We got the calamaratato con gamberi, mafalde al funghi, rigatoni bologanese, and risotto nervosa.
The server recommended the calamaratato con gamberi since it was a popular dish with some spiciness, but it was quite lackluster. The dish wasn't spicy at all, granted we're quite accustomed to spicy foods. 
The mafalde al funghi was delicious and creamy with a full bodied flavour. 
The rigatoni bologanese was a very typical pasta that tasted like a deconstructed lasagna--which isn't a bad thing. It felt too commonplace and lackluster for this price point though.
The risotto nervosa was probably the star of the show. The risotto is amazing and creamy and the braised beef pairs well with it. Though I will admit that the beef, when eaten on its own, felt a little dry. 

Perhaps it's because I'm more accustomed to Asian food, but this restaurant felt quite underwhelming and overpriced.
Many of the dishes didn't stand out too much and is quite comparable to what you would find at much lower price points or even store bought. Don't get me wrong, the food was good, but perhaps not worthy of a second visit."
1,"So I'm from San Diego. It is VERY hard for me to find anything even close in taste and quality.

This place has high ratings on here, so we decide to take a shot.

I regret that decision. I ordered three tacos (beef, pastor, carnitas.) The beef tasted like beef jerky, the pastor was super dry and bland, the carnitas tasted like cat food. 

Also you can't just order a small side of chips. It's $10 nachos or $11 guacamole (does it come with chips? Who knows?!)

Super disappointed. Literally had to get boba tea immediately after to cleanse the pallet."
1,Food was mediocre at best I'm sad to say. The pastas and salads were very generic and like I can make that myself at home. Bread was warm which was nice and the atmosphere of both the outside downstairs/upstairs patios and the interior was nice.
0,"This is a tough one! As some of you may know I love Tacos! I kept hearing that Itacate was the best place to grab the most authentic tacos in Toronto and obviously I had to give it a try. This little spot is located on St.Claire W and it doubles as a Butcher shop. I walk in and it smells amazing! I love pork tacos and since I can cook all other tacos I decided to get the Carnitas and El pastor. I was so excited and 2 of the saddest looking tacos were brought over. 

Now, looks are not everything so I decided to take a bite. Even though the tacos were super plain I figured if the meat is super flavourful I won't need any sauces. The meats were very chewy, at one point I felt like I was eating leather. Most of the Pork had gooey fat all over it and I just wasn't a fan. I added cilantro, onions and the extra spicy sauce which helped with flavour but the meat was a big issue for me. 

Keep Eating,
Angela"
0,"Not for everyone, maybe an acquired taste. Had the Sichuan pickled basa as per other reviews and the flavours were just too strong. It would be nice to have a smaller portion version so new customers could try a wider spread and not feel so locked in. The single large $30 slightly tongue numbing, gingery sour soup was too much of a commitment for two people. Good initial taste but then it just becomes overwhelming. Definitely need a lot of rice for this dish."
2,"4.5/5. 

If this place were *slightly* more affordable, I'd give it a perfect score. My friend and I shared the arancini, chicken liver mousse, rapini, and one of the soft cheeses. As my main I got the squid ink bigoli while she had the tagliatelle. We were impressed with all of the appetizers and side dishes, though if I had to quibble the the arancini could've used more salt. Highlight would have to be the chicken liver mousse (::Homer Simpson drool::) My pasta dish was excellent: the mussels and anchovies were fresh and tasty without being overpoweringly ""fishy"", and the breadcrumbs added a very enjoyable crunch. Preserved tomatoes lent just the right notes of sweetness. Also was a fan of the robust Bierno red of which I had two glasses. 

All in all, this is definitely one of the most satisfying dining experiences that you can have in the city without burning a huge hole in your wallet. The servers are friendly and don't hesitate to answer any questions you may have about the menu. The ambiance of the restaurant is also warm and inviting without feeling too staid--probaly the perfect place to bring a date. That exposed brick!"
2,"After a 2 hour wait time, we sat down for a carb heavy meal and every bite was delicious! 

My BF bet his friends they couldn't finish a meal on their own (both of them did.)  haha We shared a meal between us and were both FULL. Great value if you don't bet your friends and end up paying for the whole table Haha!

Blasting music and wine flowing it made for a fun atmosphere!  We'll be back! :) 

We did the Veal Parm & Spaghetti  Apparently it's all homemade."
0,"Disappointed.

I came here for dinner and the experience was underwhelming overall. 

The ambience is nice. The service was adequate and efficient. However, the food was disappointing. The food wasn't bad, but just not what I expected for the price."
2,"So we had to wait, but I must say it was totally worth it. We ordered 3 of the 4 pastas they had available that day, and we didn't regret it one bit. After waiting about 30-40 minutes, we luckily got a little table right inside to dine in. We could see the chefs freshly making the pasta and cooking our meals at the same time while almost drooling to get it. 
We order the black truffle with tagitelle pasta, the bolonese with tagitelle, and red sauce with spinach and ricotta ravioli. All were just divine, and so worth the wait. Everything from the freshly made pasta, to the flavorful tomato sauce, and the freshly grated truffle was to die for. Ravioli filling and the red sauce was my favorite dish. 
Definitely 10 outta 10."
0,"Extremely disappointing and mundane. 

Served frozen fish, the lasagna pasta was so overcooked it was actually falling apart and floury. There was not one element of any dishes that I actually enjoyed and while sitting here, I can't wait to leave so I can go to shoppers and get a frozen pizza..."
2,"For a few years I've heard about this place, drove by this place, promised myself I'd stop by one day....and it finally happened!  It's an unassuming little cafe - tucked inside a medical building so it might be easy to miss - there is a sign out front indicating the cafe is in the plaza.

I checked in on Yelp and luckily check in offer is a free cap/latte/tea - yeah!   I also ordered a slice of the veggie pizza b/c I was a little hungry.  They do have a pretty good food menu - from breakfast items, to pizzas to pastas.  

Seating is in the front - a few tables and off to the side in a little room - which is so nice - fireplace, clean tables, nice art.  

The veggie pizza (the menu says they use whatever seasonal veggies they have on hand) was pretty good - medium crust, nice and crispy crust and you could see the veggies - mushrooms, peppers.  Not like some veggie pizzas where everything is diced up so fine you can't see anything.  It came with a little side salad.

I ordered the latte and it was nice - smooth and flavourful and they do latte art here!  I got the teddy bear :)  

I could hear the owners/staff greeting a lot of customers - so I assume quite a few people are regulars (assuming they are coming in to the medical offices first).  

I'll definitely be back!"
2,"I was in the mood for some comforting Italian food. So happy to have chosen Sugo. 
Caesar salad was on point. Calamari was tender and savory. Veal Parmigiana sandwich was delicious. 
We also had the eggplant parmigiana that was equally delicious. To finish we had the cannoli and espresso. 
You won't be disappointed- worth the wait."
2,"Amazing fiancé chose this restaurant- we love Italian. Welcomed and seated right away for our reservation last night. 

Excellent service. Never wanting. 
We split the beet salad. Outstanding. 

My angel hair lobster main dish was expertly prepared. Fiancé had the whole octopus with pearl pasta and charred artichoke hearts. Definitely great. 

Glad we could walk there. Doubly glad to experience this restaurant. 

Our only wish: with such a fine dining restaurant, the bread service should have been gratis. We did pay for the focaccia and it was excellent; however, very few restaurants in this price point charge for bread service."
1,"So much hype we had to stop by and try it out. This place is newish to me located near Dundas and Bay and I've seen it being renovated months ago and thought the interior was really hip and modern looking. This is a noodle place that serves Northern Chinese style, the menu is very simple and don't have too many different things clouding your mind on what to eat. 

We ordered the Artisan Pork Jia Mo, and Shuan Tofu Sheet for starters. The pork Jia Mo is chopped braised pork belly with gravy served in a handcrafted artisan bread, this was not bad but flavour was slightly weak in my opinion. The tofu sheets are made from fresh sheets, this dish is served cold and almost like a salad with shredded peppers, bean sprouts, scallions, chilli, chilli oil, Sichuan pepper corns, and sesame oil. I found that the flavour is good not too much numbing spice and not too spicy but boy it did have tons of oil. 

For mains we ordered their Famous YoPo Biang Mian and the Wok Cumin Che Mian with Spring Lamb. the Biang mian has a lot going on with sauteed tomato, scrambled eggs, cauliflower, potato, carrot, woodear mushrooms, zucchini, edamame beans, paprika, and vinaigrette sitting under all these ingredients are some ribbon noodles which were slightly too long. I thought that this dish was a mixed with way too many things and the flavour got lost way too busy. The Wok Cumin Che Mian with Spring Lamb was better and the lamb wasn't gamy but I wish there was more slices of lamb. This dish I found was a little small for the price. 

Service was great our server was very knowledgeable about their product. She kept our water carafe topped with water. The food comes out very quick and displayed nicely. When it came time to pay the bill was ready and the server came with a debit machine as well. Be prepared to bring cash with you as this place is cash or debit only.

I will be back to try some soup noodles next time. Hopefully it will change my mind and get a better rating."
2,"These tacosssss. Hello. Still dreaming about them.

Is this a teeny tiny place? Yes. Is it extremely hot and muggy in here? Yes. Will you wait for a ridiculous amount of time in a lineup outside? Yes. BUT IT'S WORTH IT. Look, I'll wait all day for a good taco. I don't even care.

I tried the carnitas taco and the beef taco. Both were phenomenal and I'm just gonna make a bold statement - these were some of the best tacos I've ever had. The beef taco in particular was a stand out. The meat was so tender that it practically melted in my mouth, and the flavors were an absolute explosion of deliciousness. I love how they pile fresh cilantro on these babies. There's also a supplemental sauce station (in addition to what's already on the taco when it's handed to you), but I just went for a squeeze of fresh lime and that was all I needed.

Be aware that Seven Lives is cash only, but there's an ATM right across the street, so no worries there. Prepare to be amazed. This place is the one. Hallelujah, praise be to the taco gods."
2,"Ma ma Mia, the best Italien Restaurant in Toronto.
I tell this as a Le Cordon Bleu trained person from Paris, great athmosphere, amazing owner and fantastic service. thanks to Paul and Floriana.."
0,It was under cooked noodle and no savory at all in my pasta. Overpriced and it's not worth to paying for it.
1,"Trattoria taverniti is a little place in Little Italy downtown. Staff are very nice and the decorations are very homie. I ordered the rigatoni bolognese and the pasta is uncooked but that's how it is served but it was very good ! The flavor was good the sauce was just right and there was lots of meat in it! My friend ordered the spaghetti and it was a bit salty for him and it was uncooked a bit. The Quattro formaggi was good and very cheesy and oil ! 
The only bad thing was the service it was very very slow. My friend finished his food before us and we had to wait about another 15-20 mins for our dishes to come. Also asking for water took a while to get their attention because they were all zooming by the tables. 

Overall though the food here is quite good but a little pricey"
2,"Very nice quaint Italian bistro known for it's authentic food. The owners close in August to return to Italy and refresh their menu. 
The wine list is diverse from a few regions and wide range of prices. Many great selections that are reasonable. 
The food menu has many different choices of pastas and meats. 
We had the mozzarella and tomatoes which unfortunately was pretty dry and tasteless. Salt and balsamic to sage the day!
My wife had a fusilli with chicken and eggplant in a pink sauce that was excellent. I had the spaghetti with shrimp and chicken with a garlic white wine sauce that I smelled the second I walked thru the door. It was amazing!! Spot on in every way. 
We were sitting for a while talking to a regular guest of the place (3-4x/week) and the owner sat down and talked with us, as she does with many of the guests. After a few minutes she said she was going into the kitchen for desert. She brought out a slice of heaven!! A tiramisu that is to die for!! Light, sweet and aromatic of espresso, of course homemade. A superb ending to a wonderful meal. 
This is a gem of a restaurant. Need reservations."
2,"Went with my friend out and we found this place.
I thought it will be closed cause of the yelp time it showing us but lucky us got a spot. 
We decided to sit in the patio it was a very cozy one .
My friend ordered a margarita pizza and it was sooooo good.
I ordered the gnocchi with shrimp and I fall in love it was to good.
The waitress was very friendly.
The only thing I didn't like was that the table was not stable it was moving around with every move we did.
The food was perfect would definitely recommend it.
Is a good place to have a date or even a family get together.
Very good keep on going like this."
1,"Food 4, 4.5 stars
Not a 5 with the price, average sized portion, about 20 a plate, tad pricey.. place is packed, charge what they want!

ONE STAR for interior; ridiculously loud, annoying.  People hot/sweating, packed everyday, maybe a little AC?
Tight, tight corridors; poor staff, everyone in the way.  Minimal room to maneuver.
Never returning, I'd suggest for those interested; TAKE OUT!"
0,"If you want to go for excellent customer service, go for it. Great people, great location. 

However, if you are going for the food. Skip this place and try something else. Food was mediocre, tasteless and expensive. I'm sorry but I wish I could go back in time and save myself $66."
2,"Incredible lasagna, really delicious. Great service. Thank you Tom and Rosa  will definitely return!!"
1,"I landed in Toronto on the day it was snowing a lot. It was the beginning of the snow season. After checking into Airbnb, I was looking at nearby places to have a good meal. I tried to visit this place. The ambience is pretty nice and the staff was very friendly and welcoming. I went onto try their spaghetti. I didn't like it much as I felt it wasn't properly cooked plus it didn't have much flavor. I finished my meal with Caramel Coppetta dessert (Cookie Crunch Gelato with Roasted Peanuts) and Tiramisu. Tiramisu was again a let down but I loved the Caramel Coppetta. So, overall I would say the experience was pretty average."
1,"Winterlicious Dinner Review $53

Finally got to try Miku for their winterlicious dinner menu. For $53 you got an appetizer, a main and a dessert option.

Appetizer:
Sushi Sampler - included some pressed sushi's (shrimp and salmon), two nigiris (shrimp and sea bream), and two pieces of rolls (spicy red tuna and a white tuna one). The sample was decent tasting. My favourites were the two nigiri pieces as they were very fresh and flavorful. The pressed sushi ones were okay as well and provided a more 'fusion' type sushi taste. My least favourite was the rolls. They tasted dry and bland to the point that it was hard to tell what you were sampling. 

Main / Entree: 
Sablefish and Lobster Ravioli with eggplant, mushrooms and romanesco. 

I really enjoyed this entree. I though the sablefish was marinated and cooked perfectly. It was a perfect balance of sweetness and melt in your mouth smoothness. The lobster ravioli and cream sauce was amazing as well. You could really see and taste the quality ingredients that went into the ravioli with lobster meat on every bite. The accompanying vegetables were a little disappointing and very bland tasting. I felt like the romanesco and mushrooms were just blanched with hot water with no seasoning. It didn't really add to the dish, if anything took away from the other two tasty items. 

Dessert: 
Green Tea Opera Cake with Green Tea Gelato

The dessert tasted standard. I heard a lot of great things about this cake and was super excited to try it, but perhaps it was overhyped. I felt the cake part (chocolate ganache) overpowered the green tea flavour as opposed to complimenting it. But, the gelato was very delicious and pungent, which I enjoyed.

The service was great as usual. My only complaint was the fact that the women's bathroom always seems to be in disarray. I think more attention needs to be paid to it for this type of restaurant that thrives in the 'experience'. One stall was broken and there was toilet paper everywhere on the floor. 

Overall, I felt that the food was decent, but perhaps the quality is not as high when it is Winterlicious? Mop"
2,"Five star for the service! One of our two main orders was wrong. The waiter took both dishes away and remade both dishes from scratch to bring to us again. Now that is a service experience worth remembering! 

Friday evening live music is always a plus too! My salmon was great but I'd definitely come back just for the service!"
0,"I was craving pizza for supper this evening.  I was walking along College Street and came across Trattoria Taverniti.  It looked interesting and I'd never been there so I thought I'd check it out.

When I got here around 6:30pm, it was fairly empty but filled up pretty quickly.

I ordered the Carne pizza.  It was a good pizza and I ended up taking some home for lunch tomorrow.  The crust was crispy and I guess it was the sausage that had a bit of a bite.

I paid my bill and was finishing up my wine, getting ready to go.  Then one of the servers asked if I would move to the patio to a high top chair because they needed my table.  I said I wasn't going to be much longer and didn't want to move to a high top (I have a wonky knee).  About ten seconds later, the second server came over and asked me to move and I told her the same thing.  About five minutes later, one of the servers said I really had to leave because they really needed my table.  I just had a sip of wine left and again said I'd be leaving shortly (and did).  I felt a bit uncomfortable because the table next to mine was looking over and wondering what was going on.

So what started out being a pleasant meal got ruined.  I understand that a small restaurant needs to turn the tables over to make money.  But if the table was reserved and I needed to be gone by 7:30pm (so in about an hour), they should have said so when I was seated so the expectations were set ... rather than kicking me out because someone else needed the table.  Definitely a customer service fail.  As good as the pizza was, I didn't feel valued as a customer so won't be back."
1,"Clearly this place is very popular because there was a line out the door during prime time dinner. This disappointing part is the table set up. It's so packed. We couldn't get to our table without telling like two tables if they can move. In addition, we were very confused about the food options. We had to send our noodles back because it's not what we wanted. I asked to double check before that could happen  but I guess there was a miscommunication. Also i was not a fan of the chicken we ate. Tasted mainly like a lot of fat and breading. The second  pair of noodles we got were very delicious.
Overall I'm not the biggest fan of the service and the food. Except the Lo MEIN, those were good
Menu:
General Tao Chicken
Lo Mein Beef and Vegetables"
0,"NEVER ORDER FROM THIS RESTAURANT! We order from them at least 10 times a week, from our staff to our agents. And today they showed us how POOR their customer service is. We got food poisoning from their food and one of their employees called us disrespectful names. When we walked over to talk to the manager, one of their employees lied and said he was the manager AND the owner - told us he doesn't believe us and that we don't ever have to order from them again because our money doesn't keep their business open. THE WORST CUSTOMER SERVICE EVER! Save your money and order from a place you would feel valued as a loyal customer instead!"
0,Poor service. Extremely slow. You have to wait for 30 minutes to be sited and another 40 minutes for your food. Will not come back
0,"Food was nothing special and food took a while to come out. We had the fried chicken - which lacked flavour nothing too great to be raves about. As sides we ordered the cauliflower and Brussels sprouts - which basically tasted like boiled vegetables which also lacked flavours. 
Overall wasn't super impressed, the only thing nice was really the inside of the restaurant with the aesthetics

Follow @cindysfood on instagram for more reviews!"
0,Horrible service. I used Yelp waitlist feature and arrived on time. We stood by the door for 20 minutes and nobody bothered to check on us. All the servers were chatting amongst themselves. No single exchange of words at all with their customers.
